Parameters,Filter,Sum_first_hour_move,Sum_open_to_close_move,Sum_power_hour_move,Number of Rows
"('consecutive_days_above_20sma_percentile', 'open_from_BB_up_percentile', 'pm_dollar_volume_percentile')","consecutive_days_above_20sma_percentile: > 0.7, open_from_BB_up_percentile: 0.3 - 0.7, pm_dollar_volume_percentile: < 0.3",0.35801294534729994,0.5402402279457,-0.007764457771599991,86
"('open_from_BB_up_percentile', 'pm_dollar_volume_percentile', 'x_day_high_at_open_percentile')","open_from_BB_up_percentile: > 0.7, pm_dollar_volume_percentile: 0.3 - 0.7, x_day_high_at_open_percentile: < 0.3",0.40744311118209997,0.5348084898436001,-0.120073911835,269
"('consecutive_days_above_20sma_percentile', 'open_from_BB_up_percentile', 'red_days_percentile')","consecutive_days_above_20sma_percentile: < 0.3, open_from_BB_up_percentile: > 0.7, red_days_percentile: > 0.7",0.16631146218379994,0.5347854987431999,-0.09630202893620002,268
"('pm_dollar_volume_percentile', '1month_change_from_high_percentile', 'red_days_percentile')","pm_dollar_volume_percentile: > 0.7, 1month_change_from_high_percentile: < 0.3, red_days_percentile: < 0.3",0.3691334571707,0.5320439879181,-0.03740095204979999,147
"('gap_percentile', 'x_day_high_at_open_percentile', 'red_days_percentile')","gap_percentile: > 0.7, x_day_high_at_open_percentile: > 0.7, red_days_percentile: < 0.3",0.20079134322839998,0.5312467284044,0.06503701622459998,293
"('consecutive_days_above_20sma_percentile', 'x_day_high_at_open_percentile', '1month_change_from_high_percentile')","consecutive_days_above_20sma_percentile: < 0.3, x_day_high_at_open_percentile: < 0.3, 1month_change_from_high_percentile: 0.3 - 0.7",-0.04870156401039999,0.531124012445,0.1564672115038,399
"('pm_dollar_volume_percentile', 'red_days_percentile', 'green_days_percentile')","pm_dollar_volume_percentile: > 0.7, red_days_percentile: < 0.3, green_days_percentile: 0.3 - 0.7",0.11649974596310003,0.5294059113719999,0.03524659092779999,181
"('gap_percentile', 'x_day_high_at_open_percentile', 'green_days_percentile')","gap_percentile: < 0.3, x_day_high_at_open_percentile: < 0.3, green_days_percentile: > 0.7",0.39128154229199996,0.5277050908995999,0.05561481157230001,195
"('gap_percentile', 'red_days_percentile', 'green_days_percentile')","gap_percentile: < 0.3, red_days_percentile: < 0.3, green_days_percentile: > 0.7",0.39128154229199996,0.5277050908995999,0.05561481157230001,195
"('consecutive_days_above_20sma_percentile', 'open_from_BB_up_percentile', '1month_change_from_high_percentile')","consecutive_days_above_20sma_percentile: < 0.3, open_from_BB_up_percentile: > 0.7, 1month_change_from_high_percentile: 0.3 - 0.7",0.0775269118004,0.5271957550399999,0.0713718081741,262
"('gap_percentile', 'consecutive_days_above_20sma_percentile', '1month_change_from_high_percentile')","gap_percentile: < 0.3, consecutive_days_above_20sma_percentile: 0.3 - 0.7, 1month_change_from_high_percentile: > 0.7",0.28431295576960003,0.5223775244237,0.09082008062050001,55
"('consecutive_days_above_20sma_percentile', 'pm_dollar_volume_percentile', '1month_change_from_high_percentile')","consecutive_days_above_20sma_percentile: 0.3 - 0.7, pm_dollar_volume_percentile: 0.3 - 0.7, 1month_change_from_high_percentile: 0.3 - 0.7",0.09008009777930001,0.5221924035974,0.046241754081099984,97
"('consecutive_days_above_20sma_percentile', 'red_days_percentile', 'green_days_percentile')","consecutive_days_above_20sma_percentile: 0.3 - 0.7, red_days_percentile: < 0.3, green_days_percentile: 0.3 - 0.7",0.3017237989439,0.5220979860234,0.030816152599499984,156
"('gap_percentile', 'pm_dollar_volume_percentile', '1month_change_from_high_percentile')","gap_percentile: 0.3 - 0.7, pm_dollar_volume_percentile: 0.3 - 0.7, 1month_change_from_high_percentile: 0.3 - 0.7",0.23462563388020002,0.5217927947782999,0.038861407081900015,174
"('consecutive_days_above_20sma_percentile', '1month_change_from_high_percentile', 'red_days_percentile')","consecutive_days_above_20sma_percentile: < 0.3, 1month_change_from_high_percentile: 0.3 - 0.7, red_days_percentile: < 0.3",0.36246889439130003,0.5217264181486,-0.02572382023530001,197
"('pm_dollar_volume_percentile', 'red_days_percentile', 'green_days_percentile')","pm_dollar_volume_percentile: < 0.3, red_days_percentile: 0.3 - 0.7, green_days_percentile: < 0.3",0.1837189795429,0.5125357188912,0.07806640724810002,195
"('pm_dollar_volume_percentile', 'x_day_high_at_open_percentile', 'red_days_percentile')","pm_dollar_volume_percentile: > 0.7, x_day_high_at_open_percentile: > 0.7, red_days_percentile: < 0.3",0.12691268956309998,0.5121416971857,0.08813367773689998,161
"('consecutive_days_above_20sma_percentile', 'open_from_BB_up_percentile', 'pm_dollar_volume_percentile')","consecutive_days_above_20sma_percentile: < 0.3, open_from_BB_up_percentile: > 0.7, pm_dollar_volume_percentile: 0.3 - 0.7",0.41961334086089996,0.5108508027126,-0.0857774584351,293
"('gap_percentile', 'pm_dollar_volume_percentile', 'red_days_percentile')","gap_percentile: > 0.7, pm_dollar_volume_percentile: > 0.7, red_days_percentile: < 0.3",0.15998177281909998,0.5074920016029001,0.0639477808441,170
