,first_hour_move,open_to_close_move,power_hour_move,gap_percentile,consecutive_days_above_20sma_percentile,open_from_BB_up_percentile,pm_dollar_volume_percentile,x_day_high_at_open_percentile,1month_change_from_high_percentile,red_days_percentile,green_days_percentile
2299,"-0,02326166794","-0,03909716909","0,002874710533","0,212","0,003","0,887","0,358","0,003","0,025","0,003","0,489"
2300,"0,01276466108","0,02585833968","0,007419418533","0,641","0,822","0,553","0,123","0,003","0,844","0,003","0,505"
2301,"0,003253256446","-0,03250385926","-0,01975414763","0,608","0,003",#VALUE!,"0,121","0,003","0,317","0,744","0,003"
2302,"0,01675626889","0,03590629047","0,008481051345","0,209","0,003","0,971","0,252","0,003","0,028","0,861","0,003"
2303,"-0,01025897863","0,01487955798","0,00686007373","0,078","0,003",#VALUE!,"0,698","0,003","0,379","0,003","0,52"
2304,"-0,0150771312","-0,03421265083","-0,003624167117","0,207","0,849","0,375","0,831","0,003","0,456","0,733","0,003"
2305,"-0,01909722222","0,004918981481","-0,001437607821","0,149","0,003","0,862","0,08","0,003","0,087","0,003","0,737"
2306,"0,006900265671","0,007826524018","-0,0007830853563","0,227","0,003","0,916","0,186","0,003","0,121","0,861","0,003"
2307,"-0,003742138365","-0,0115408805","-0,002348684419","0,145","0,419","0,277","0,896","0,003","0,557","0,003","0,481"
2308,"0,009480942348","0,02035050757","0,003484812809","0,142","0,737","0,401","0,471","0,003","0,817","0,003","0,872"
2309,"0,01191771604","0,01336153033","-0,007625431787","0,222","0,798","0,507","0,733","0,003","0,662","0,516","0,003"
2310,"-0,02213550188","-0,02704263305","-0,003253475303","0,482","0,859","0,132","0,118","0,003","0,661","0,003","0,505"
2311,"0,001428085685","0,002380142809","-0,006169301824","0,284","0,003","0,613","0,093","0,003","0,405","0,003","0,5"
2312,"-0,01480451991","-0,01468366669","0,001166574569","0,138","0,003","0,689","0,249","0,003","0,266","0,965","0,003"
2313,"-0,004457895383","-0,007157171486","0,0005976547204","0,075","0,688","0,237","0,415","0,003","0,671","0,003","0,759"
2314,"0,002607353802","0,007183525781","0,001640472033","0,495","0,937","0,124","0,09","0,003","0,834","0,003","0,5"
2315,"0,00163545568","-0,01392009988","-0,006477987421","0,204","0,003","0,826","0,458","0,003","0,214","0,516","0,003"
2316,"0,006453070048","0,01051850418","-0,002801923138","0,156","0,446","0,495","0,574","0,003","0,536","0,526","0,003"
2317,"0,003707365299","0,008156203658","0,001145381658","0,121","0,003","0,321","0,573","0,003","0,616","0,003","0,518"
2318,"-0,006650929841","0,03074838869","0,01076666982","0,202","0,003","0,71","0,456","0,003","0,36","0,003","0,7"
2319,"-0,01743303222","-0,02386298366","-0,001895405644","0,198","0,003","0,789","0,153","0,003","0,244","0,003","0,482"
2320,"-0,006787460454","-0,0002300834052","-0,003240143369","0,643","0,683","0,068","0,088","0,003","0,834","0,003","0,5"
