Parameters,Filter,Sum_first_hour_move,Sum_open_to_close_move,Sum_power_hour_move,Number of Rows
"('gap_percentile', 'x_day_high_at_open_percentile', 'green_days_percentile')","gap_percentile: 0.3 - 0.7, x_day_high_at_open_percentile: < 0.3, green_days_percentile: > 0.7",0.1828833215909,0.8572507702291001,0.13245641758689997,199
"('gap_percentile', 'pm_dollar_volume_percentile', '1month_change_from_high_percentile')","gap_percentile: > 0.7, pm_dollar_volume_percentile: > 0.7, 1month_change_from_high_percentile: > 0.7",0.5255839210968,0.8546495082189999,0.15130906403399996,107
"('gap_percentile', 'open_from_BB_up_percentile', 'red_days_percentile')","gap_percentile: 0.3 - 0.7, open_from_BB_up_percentile: < 0.3, red_days_percentile: < 0.3",0.09482903990509994,0.8529952767940998,-0.13198478402959998,237
"('pm_dollar_volume_percentile', '1month_change_from_high_percentile', 'green_days_percentile')","pm_dollar_volume_percentile: < 0.3, 1month_change_from_high_percentile: > 0.7, green_days_percentile: 0.3 - 0.7",0.2618121518772,0.840726548243,0.024756299892500003,58
"('pm_dollar_volume_percentile', 'x_day_high_at_open_percentile', 'red_days_percentile')","pm_dollar_volume_percentile: 0.3 - 0.7, x_day_high_at_open_percentile: < 0.3, red_days_percentile: < 0.3",0.26574295257290004,0.8340859161651,0.1030176284272,354
"('gap_percentile', 'consecutive_days_above_20sma_percentile', '1month_change_from_high_percentile')","gap_percentile: > 0.7, consecutive_days_above_20sma_percentile: > 0.7, 1month_change_from_high_percentile: > 0.7",0.4067585088452,0.8169760625465001,0.1363924749282,153
"('x_day_high_at_open_percentile', 'red_days_percentile', 'green_days_percentile')","x_day_high_at_open_percentile: < 0.3, red_days_percentile: < 0.3, green_days_percentile: 0.3 - 0.7",-0.12288642776980005,0.8050799782508999,0.055810018698300004,451
"('open_from_BB_up_percentile', 'pm_dollar_volume_percentile', '1month_change_from_high_percentile')","open_from_BB_up_percentile: < 0.3, pm_dollar_volume_percentile: 0.3 - 0.7, 1month_change_from_high_percentile: > 0.7",0.19335091636489998,0.8050795786667,0.030827163819499993,143
"('gap_percentile', 'open_from_BB_up_percentile', 'green_days_percentile')","gap_percentile: 0.3 - 0.7, open_from_BB_up_percentile: 0.3 - 0.7, green_days_percentile: 0.3 - 0.7",0.3461936588353,0.8032104867370998,0.0619224618968,103
"('consecutive_days_above_20sma_percentile', 'open_from_BB_up_percentile', '1month_change_from_high_percentile')","consecutive_days_above_20sma_percentile: 0.3 - 0.7, open_from_BB_up_percentile: 0.3 - 0.7, 1month_change_from_high_percentile: > 0.7",0.2691691988329,0.8001361913451001,0.05111289249999999,52
